ISic,in metadata spreadsheets,analysed yes/no,interpreted,to check?,checked?,type,,subtype,comments,identification based on,string of analyses,photo nextcloud/Isicily?,pXRF pXRF/,dilite in situ digital microscopy/,XRD on sample XRD/,thin section optical microscopy/,isotopes stable isotopes analysis/,EPR EPR/,LA-ICP-MS LA-ICP-MS/,sample yes/,dilite on sample yes/,same object as,Id,roman marbles,After,Before,Ancient,Modern,Material,Inscription Type,Execution Type,Language,Museum
ISic020852,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020853,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020854,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020855,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020856,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020857,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020859,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020860,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020861,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020862,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020863,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020864,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020865,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020866,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020867,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020868,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020869,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020870,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020871,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020872,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020873,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020874,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020877,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020878,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020879,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020880,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020881,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020882,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020883,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020884,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020885,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020886,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020887,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020888,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020889,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020890,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020891,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020892,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020893,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020894,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020895,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020896,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020897,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020898,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020899,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020900,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020901,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020902,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020903,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020904,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020905,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020906,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020907,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020908,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020909,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020910,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020911,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020912,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020913,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020914,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020915,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020916,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020917,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020918,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020919,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020920,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020921,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020930,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020932,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020933,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020934,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020935,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020936,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020942,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020945,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020946,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020947,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic020948,,,,,,ceramic,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030001,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030002,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030003,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030004,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030005,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030006,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030007,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030008,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030009,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030010,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030011,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030012,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030013,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030014,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030015,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030016,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030017,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030018,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030019,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030020,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030021,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030022,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030023,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030024,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030025,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030026,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030027,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030028,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030029,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030030,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030031,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030032,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030033,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030034,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030035,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030036,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030037,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030042,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030043,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030046,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030047,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030048,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030049,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030050,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030051,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030052,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030053,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030054,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030055,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030056,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030057,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030058,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030059,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030060,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030061,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030062,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030063,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030064,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030067,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030068,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030069,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030070,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030071,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030072,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030073,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030074,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030075,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030076,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030077,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030078,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030079,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030080,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030081,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030082,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030083,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030084,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030085,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030086,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030087,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030088,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030089,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030090,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030091,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030092,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030093,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030094,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030095,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030096,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030097,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030098,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030099,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030100,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030101,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030102,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030103,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030104,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030105,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030106,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030107,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030108,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030109,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030110,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030111,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030113,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030114,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030115,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030116,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030117,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030118,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030119,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030120,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030121,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030122,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030123,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030124,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030125,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030126,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030127,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030128,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030129,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030130,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030131,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030132,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030133,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030134,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030135,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030136,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030137,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030138,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030139,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030140,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030141,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030142,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030143,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030144,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030145,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030146,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030147,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030148,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030149,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030150,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030151,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030152,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030153,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030154,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030155,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030156,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030157,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030158,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030159,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030160,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030161,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030162,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030163,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030164,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030165,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030166,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030167,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030168,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030169,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030170,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030171,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030172,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030173,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030174,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030175,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030176,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030177,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030178,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030179,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030180,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030181,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030182,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030183,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030184,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030185,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030186,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030187,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030188,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030189,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030190,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030191,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030192,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030193,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030194,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030195,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030196,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030197,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030198,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030199,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030200,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030201,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030202,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030203,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030204,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030205,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030206,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030207,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030208,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030209,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030210,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030211,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030212,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030213,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030214,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030215,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030216,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030217,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030218,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030219,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030220,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030221,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030222,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030223,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030223,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030224,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
