"
ISic",type wip,subtype dropdown,subtype old,subtype,,Ancient place,Date after,Date before,Type of text,Execution ,Language,Link to image,Museum,ref,,test batch,subtype old,,subtype work in progress,formation,details,placeName,category,text description,macro description,micro description,Notes and comments,certainty,", likely ",location,data to check,Udden–Wentworth scale (BGS),matrix/cement,classification Folk,classification Dunham,unit,formation,member,location,geological age,"visually assessed polished (compact), smooth (soft), rough",-supported,brecciated?,visually assessed colour (fresh cut),visually assessed colour (alteration),veined?,visually assessed visible porosity,stylolites?,predominant grain size by class,predominant crystal size by class,visually assessed homogeneity of grainsize,,OM?,OM grains bio,DM grains bio,DM observations,OM dolomite crystals,DM dolomite crystals,OM grains ooids,OM grains pisoids,OM grains oncoids,OM grains peloids,OM grains intra,OM grains extra,OM grains extra description,OM bio grains description,OM grains extra granulometry max (mm),OM matrix micrite,OM cement sparite,OM cement druse,OM cement fibrous,OM quartz,OM quartz granulometry min (mm),OM quartz granulometry max (mm),OM microsparite and sparite (%),OM micrite (%),glauconite,plagioclase,feldspars,limonite,pyrite,apatite,Fe OX-HOX,chert,dolomite,smell,XRD?,Calcite,Magnesian calcite,Dolomite,Aragonite,Quartz,Fe-oxihydroxides,Clay Minerals,Alkali_Feldspar,Plagioclase,Pyroxene,Sulphates,Sulphides,Olivine,Graphite,other,pXRF?,CaO,SiO2,K2O,Fe2O3,As,Au,Co,pXRF Cr,Cu,Fe,Hg,Mn,Nb,Pb,Rb,Sr,Th,Ti,Y,Zn,Zr
ISic000513w,,,,,,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,no,white,,yes,no,yes,,sparite,yes,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000612b,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,no,grey,brown,yes,no,no,sand,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000612g,,,,,,,,,,,,,,,,,,,unspecified,,,,tufite,", likely  ().",,,,,,,,,,,,,,,,,smooth,,no,grey,brownish,yes,no,no,sand,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000934c,,,,,,,,,,,,,,,,,,,unspecified,,,,cream brecciated limestone,", likely  ().",,,,,,,,,,,,,,,,,polished,matrix,yes,cream,,yes,no,no,na,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000934g,,,,,,,,,,,,,,,,,,,unspecified,,,,cream brecciated limestone,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,yes,grey,,yes,no,yes,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000934p,,,,,,,,,,,,,,,,,,,unspecified,,,,cream brecciated limestone,", likely  ().",,,,,,,,,,,,,,,,,polished,matrix,yes,purple,,no,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001132g,,,,,,,,,,,,,,,,no,limestone,limestone,limestone,,,,limestone,"compact grey limestone with veins, likely  (peloidal grainstone with veins filled by sparitic calcite).",compact grey limestone with veins,peloidal grainstone with veins filled by sparitic calcite,,,,,,,,,,,,,,,smooth,,yes,grey,,no,no,no,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001132w,,,,,,,,,,,,,,,,no,,,unspecified,,,,mosaic calcite,"veins, likely  (mosaic calcite).",veins,mosaic calcite,,,,,,,,,,,,,,,smooth,,yes,white,,no,no,no,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001133g,,,,,,,,,,,,,,,,no,,,unspecified,,,,mosaic calcite,"veins, likely  (na).",veins,na,,,,,,,,,,,,,,,smooth,,yes,grey,,no,no,no,sand,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001133w,,,,,,,,,,,,,,,,no,limestone,limestone,limestone,,,,limestone,"compact grey limestone with veins , likely  (grainstone sparitic calcite).",compact grey limestone with veins ,grainstone sparitic calcite,,,,,,,,,,,,,,,smooth,,yes,white,,yes,no,no,gravel,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001134w,,,,,,,,,,,,,,,,no,limestone,limestone,limestone,,,,limestone,"compact grey limestone with veins , likely  (grainstone with sparitic cement, iron oxides and extraclasts).",compact grey limestone with veins ,"grainstone with sparitic cement, iron oxides and extraclasts",,,,,,,,,,,,,,,smooth,,yes,white,,yes,no,no,gravel,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001134wh,,,,,,,,,,,,,,,,no,,,unspecified,,,,mosaic calcite,"veins, likely  (na).",veins,na,,,,,,,,,,,,,,,smooth,,yes,white,,yes,no,no,sand,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001155g,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,grey,,no,no,no,sand,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001155w,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,white,,nodule,no,no,sand,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001169g,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,grey,,no,no,no,sand,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001169w,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,white,,vein,no,no,sand,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001189p,,,,,,,,,,,,,,,,,rosso_sant-Agata,rosso_sant-Agata,rosso_Sant-Agata,san marco,rosso sant'agata??,,orange brecciated limestone,", likely  ().",,,,,,,,,mudstone,,,,san marco,rosso ammonitico,San Marco d'Alunzio,mesozoic,polished,mud,yes,pink,,yes,no,no,sand,micrite,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001189w,,,,,,,,,,,,,,,,,rosso_sant-Agata,rosso_sant-Agata,rosso_Sant-Agata,san marco,rosso sant'agata??,,orange brecciated limestone,", likely  ().",,,,,,,,,mudstone,,,,san marco,rosso ammonitico,San Marco d'Alunzio,mesozoic,polished,grain,yes,white,,no,no,no,,sparite,,,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001190g,,,,,,,,,,,,,,,,,,,unspecified,,,,orange brecciated limestone,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,yes,grey,,yes,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001190o,,,,,,,,,,,,,,,,,,,unspecified,,,,orange brecciated limestone,", likely  ().",,,,,,,,,,,,,,,,,polished,matrix,yes,orange,,yes,no,no,sand,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001190p,,,,,,,,,,,,,,,,,,,unspecified,,,,orange brecciated limestone,", likely  ().",,,,,,,,,,,,,,,,,polished,matrix,yes,pink,,yes,no,no,mud,,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001190w,,,,,,,,,,,,,,,,,,,unspecified,,,,orange brecciated limestone,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,yes,white,,no,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001193a,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001193b,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001193c,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001259p,,,,,,,,,,,,,,,,,,,unspecified,,,,red limestone,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,no,pink,,yes,no,no,sand,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001259r,,,,,,,,,,,,,,,,,,,unspecified,,,,red limestone,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,no,red,,yes,no,no,sand,,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001259w,,,,,,,,,,,,,,,,,,,unspecified,,,,red limestone,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,no,white,,yes,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001260p,,,,,,,,,,,,,,,,,,,unspecified,,,,red limestone,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,no,pink,,yes,no,no,sand,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001260r,,,,,,,,,,,,,,,,,,,unspecified,,,,red limestone,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,no,red,,yes,no,no,sand,,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001260w,,,,,,,,,,,,,,,,,,,unspecified,,,,red limestone,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,no,white,,yes,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001430mortars,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,no,cream,brownish,no,no,no,sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001550mortars,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001660g,,,,,,,,,,,,,,,,no,scaglia_FM,scaglia_FM,chert ,amerillo,,,selce,"grey nodule, likely  (na).",grey nodule,na,,,,,,,,,,sicanian,amerillo,,,,polished,matrix,no,grey,,no,no,no,mud,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001660w,,,,,,,,,,,,,,,,no,scaglia_FM,scaglia_FM,calcilutite,amerillo,,,tipo scaglia,"compact whitish limestone with chonchoidal fracture and grey nodules of chert, likely  (wackestone with calpionellids, globotruncanids, sponge spicolae?).",compact whitish limestone with chonchoidal fracture and grey nodules of chert,"wackestone with calpionellids, globotruncanids, sponge spicolae?",,,,,,,,,,sicanian,amerillo,,,,polished,matrix,no,white,yellow,no,no,no,mud,micrite,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001780mortars,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,rough,grain,no,ochre yellow,,no,yes,no,sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001833g,,,,,,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,no,grey,,no,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001833w,,,,,,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,no,white,,yes,no,no,grain,,,,no,,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001892r,,,,,,,,,,,,,,,,,,,"clay, iron oxides, quartz vein",buccheri,,,red limestone,", likely  ().",,,,,,,,,,,,imerese,buccheri,,,,polished,grain,no,red,,yes,no,no,sand,sparite,,,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001892w,,,,,,,,,,,,,,,,,,,"microcrystalline calcite, polygonal calcite veins",buccheri,,,red limestone,", likely  ().",,,,,,,,,,,,imerese,buccheri,,,,polished,grain,no,white,,no,no,no,sand,sparite,,,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003070mortars,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,rough,grain,no,ochre yellow,,no,yes,no,sand,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003114mortars,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,rough,grain,no,ochre yellow,,no,yes,no,sand,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003116mortars,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,rough,grain,no,ochre yellow,,no,yes,no,sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003125g,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,yes,grey,,yes,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003125r,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,yes,red,,yes,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003459g,,,,,,,,,,,,,,,,,,,unspecified,,,,selce,", likely  ().",,,,,,,,,,,,,,,,,polished,matrix,no,grey,,no,no,no,mud,,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003459w,,,,,,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,no,white,yellow,yes,no,yes,mud,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003576p,,,,,,,,,,,,,,,,,,,unspecified,,,,yellow limestone with purple veins,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,yes,purple,yellow,yes,no,no,sand,,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003576y,,,,,,,,,,,,,,,,,,,unspecified,,,,yellow limestone with purple veins,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,yes,yellow,yellow,yes,no,no,sand,,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003661mortars,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,rough,grain,no,ochre yellow,brownish,no,yes,no,sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003662mortars,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,rough,grain,no,ochre yellow,brownish,no,yes,no,sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004473pi,,,,,,,,,,,,,,,,,,,unspecified,,,,grey limestone with yellow nodules,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,no,pink,,no,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004473pu,,,,,,,,,,,,,,,,,,,unspecified,,,,grey limestone with yellow nodules,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,no,purple,,yes,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004473w,,,,,,,,,,,,,,,,,,,unspecified,,,,grey limestone with yellow nodules,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,yes,white,,no,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Alaimo, Giarrusso, Montana 2008",,,breccia,breccia,breccia,,rosso d'ogliastro,,limestone,", likely  ().",,,,,,,,,,,,,,,Palermo,giurassico medio superior,polished,,yes,red,,,,,,,,,,y,,,,,,,,,,,,"lamellibranchs, echinoderms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Alaimo, Giarrusso, Montana 2008",,,breccia,breccia,breccia,,rosso di Castellammare,,limestone,", likely  ().",,,,,,,,,,,,,,,castellammare,dogger - malm,polished,,yes,red,,yes,n,,mud,,,,,y,,,,,,,,,,,,"ammonites, belemnites, crinoids, lamellinìbranchs, foraminifera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Alaimo, Giarrusso, Montana 2008",,,breccia,breccia,breccia,,rosso di Contorrano,,limestone,", likely  ().",,,,,,,,,,,,,,,Trapani,dogger - malm,polished,,yes,red,,yes,n,y,mud,,,,,y,,,,,,,,,,,,"ammonites, belemnites, crinoids, ostracoda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Alaimo, Giarrusso, Montana 2008",,,breccia,breccia,breccia,,rosso piana dei greci,,limestone,", likely  ().",,,,,,,,,,,,,,,Palermo,trias,polished,,yes,red,,,,,,,,,,y,,,,,,,,,,,,"ammonites, belemnites",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,scaglia_FM,scaglia_FM,,Amerillo,,,scaglia,", likely  ().",,,,,,,,,wackestone-packstone,,,sicanian,Amerillo,,,,polished,,no,whitish,,y,no,,mud,,,,,yes,,,,,,,,,,,,planktonic foraminifera,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Alaimo, Giarrusso, Montana 2008",,,Billiemi,Billiemi,Billiemi,Cozzo di Lupo,,,limestone,", likely  ().",,,,,,,,,,,,,Cozzo di Lupo,,Palermo,trias superiore,polished,,yes,grey,whitish,,n,,mud,,,,,y,,,,,,,,,y,,,calcareous sponges,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Alaimo, Giarrusso, Montana 2008",,,Billiemi,Billiemi,Billiemi,Cozzo di Lupo,,,limestone,", likely  ().",,,,,,,,,,,,,Cozzo di Lupo,,Palermo,trias superiore,polished,,no,grey,whitish,,n,,mud,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Alaimo, Giarrusso, Montana 2008",,,Billiemi,Billiemi,Billiemi,Monte Gallo - Monte Palmeto,,,limestone,", likely  ().",,,,,,,,,,,,,Monte Gallo - Monte Palmeto,,Palermo,trias superiore,polished,,no,grey,whitish,yes,n,,mud,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Alaimo, Giarrusso, Montana 2008",,,Castronovo,Castronovo,Castronovo,,,,limestone,", likely  ().",,,,,,,,,,,,,,,,trias - lias,polished,mud,yes,yellow,,y,,,,,,,,yes,,,,,,,,,,,,radiolarians relics,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Alaimo, Giarrusso, Montana 2008",,,,,giallo di Segesta,,,,limestone tipo scaglia,", likely  ().",,,,,,,,,,,,,,,,cretaceous,polished,mud,,yellow,,y,,y,,,,,,yes,,,,,,,,,,,,"planktonic foraminifera, lamellibranchs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"alaimo, Giarrusso, Montana 2008",,,,,libeccio antico di Custonaci,,,,limestone,", likely  ().",,,,,,,,,,,,,,,trapani,lias,polished,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,bugini et alii 2019,,,giallo_antico,giallo_antico,,,,,numidicum,", likely  ().",,,,,,,,,,,,,,,,triassic,polished,grain,yes,yellow,,yes,,,sand,sparite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,i-PETER,,,Castronovo,Castronovo,,,,,castronovo,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,,yellow,,,,,,micrite,,,,,,,,,,,,,,,,"radiolarians, lamellibranchs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Scopelliti et al2009,,,Billiemi,Billiemi,,,,,breccia,", likely  ().",,,,,,,,,boundstone,,,,,,Mt. Billiemi,,polished,,yes,grey,,,no,,,,,,,yes,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,300,,,,,
,,,,,,,,,,,,,,Scopelliti et al2009,,,Billiemi,Billiemi,,,,,breccia,", likely  ().",,,,,,,,,mudstone,,,,,,Mt. Billiemi,,polished,,yes,black,,yes,no,,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,700,,,,,
,,,,,,,,,,,,,,Scopelliti et al2009,,,Billiemi,Billiemi,,,,,breccia,", likely  ().",,,,,,,,,mudstone,,,,,,Mt. Billiemi,,polished,,yes,white,,yes,no,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,750,,,,,
,,,,,,,,,,,,,,Scopelliti et al2009,,,Billiemi,Billiemi,,,,,breccia,", likely  ().",,,,,,,,,mudstone,,,,,,Mt. Billiemi,,polished,,yes,pale blue,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Scopelliti et al2009,,,Billiemi,Billiemi,,,,,breccia,", likely  ().",,,,,,,,,mudstone,,,,,,Mt. Billiemi,,polished,,yes,yellow,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,320,,,,,
,,,,,,,,,,,,,,Scopelliti et al2009,,,Billiemi,Billiemi,,,,,breccia,", likely  ().",,,,,,,,,mudstone,,,,,,Mt. Billiemi,,polished,,yes,red,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,100,,,,,
