ISic,in metadata spreadsheets,analysed yes/no,interpreted,to check?,checked?,type,,subtype,comments,identification based on,string of analyses,photo nextcloud/Isicily?,pXRF pXRF/,dilite in situ digital microscopy/,XRD on sample XRD/,thin section optical microscopy/,isotopes stable isotopes analysis/,EPR EPR/,LA-ICP-MS LA-ICP-MS/,sample yes/,dilite on sample yes/,same object as,Id,roman marbles,After,Before,Ancient,Modern,Material,Inscription Type,Execution Type,Language,Museum,
ISic003997,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003997,,,,Lipara,Lipari,local volcanic stone,funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003998,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003998,,,,Lipara,Lipari,volcanic (gray rhyolite),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003999,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003999,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004000,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004000,,,,Lipara,Lipari,local volcanic stone,funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004001,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004001,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004002,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004002,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004003,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004003,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004004,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004004,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004005,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004005,,,,Lipara,Lipari,local volcanic stone,funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004006,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004006,,,,Lipara,Lipari,local volcanic stone,funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004007,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004007,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004008,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004008,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004009,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004009,,,,Lipara,Lipari,volcanic (pietra di Monte Rosa),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004010,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004010,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004011,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004011,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004012,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004012,,,,Lipara,Lipari,local volcanic stone,funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004013,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004013,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004014,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004014,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004015,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004015,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004016,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004016,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004017,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004017,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004018,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004018,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004019,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004019,,,,Lipara,Lipari,volcanic,funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004020,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004020,,,,Lipara,Lipari,volcanic (gray rhyolite),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004021,,no,no,,,stone.basalt,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic004021,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004022,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004022,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004023,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004023,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004024,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004024,,,,Lipara,Lipari,volcanic (pietra di Fuardo),,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004025,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004025,,,,Lipara,Lipari,volcanic (grey rhyolite),,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004026,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004026,,,,Lipara,Lipari,,,chiselled,Ancient Greek,unknown,
ISic004027,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004027,,,,Lipara,Lipari,volcanic (grey rhyolite),,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004028,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004028,,,,Lipara,Lipari,volcanic (grey rhyolite),,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004029,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004029,,,,Lipara,Lipari,volcanic (pietra di Fuardo),,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004030,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004030,,,,Lipara,Lipari,volcanic (pietra di Fuardo),,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004031,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004031,,,,Lipara,Lipari,volcanic (local),,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004032,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004032,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004033,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004033,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004034,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004034,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004035,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004035,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004036,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004036,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004037,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004037,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004038,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004038,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004039,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004039,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004040,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004040,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004041,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004041,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004042,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004042,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004043,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004043,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004044,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004044,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004045,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004045,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004046,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004046,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004047,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004047,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004048,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004048,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004049,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004049,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004050,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004050,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004051,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004051,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004052,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004052,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004053,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004053,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004054,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004054,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004055,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004055,,,,Lipara,Lipari,,,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004056,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004056,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004057,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004057,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004058,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004058,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004059,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004059,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004060,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004060,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004061,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004061,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004062,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004062,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004063,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004063,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004064,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004064,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004065,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004065,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004066,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004066,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004067,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004067,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004068,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004068,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004069,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004069,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004070,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004070,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004071,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004071,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004072,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004072,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004073,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004073,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004074,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004074,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004075,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004075,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004076,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004076,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004077,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004077,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004078,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004078,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004079,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004079,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004080,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004080,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004081,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004081,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004082,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004082,,,,Lipara,Lipari,volcanic (riolite grigia),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic004083,,no,no,,,stone.basalt,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic004083,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004084,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004084,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004085,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004085,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004086,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004086,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004087,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004087,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004088,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004088,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004089,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004089,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
ISic004090,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic004090,,,,Lipara,Lipari,,,chiselled,Ancient Greek,,
